0.000538, 0.000128, 0.000194, 0.000089, 0.000246, 0.000092, 0.000191, 0.000085, 0.000080
0.000419, 0.000116, 0.000224, 0.000094, 0.000211, 0.000095, 0.000241, 0.000079, 0.000076
0.000228, 0.000119, 0.000182, 0.000096, 0.000089, 0.000090, 0.000085, 0.000682, 0.000365
0.000195, 0.000249, 0.000093, 0.000122, 0.000085, 0.000084, 0.000081, 0.000078, 0.000111
0.000400, 0.000188, 0.000220, 0.000088, 0.000116, 0.000088, 0.000188, 0.000077, 0.000075
0.000195, 0.000120, 0.000214, 0.000098, 0.000477, 0.000086, 0.000160, 0.000079, 0.000116
0.000242, 0.000123, 0.000141, 0.000089, 0.000087, 0.000080, 0.000081, 0.000115, 0.000076
0.000199, 0.000117, 0.000175, 0.000091, 0.000141, 0.000082, 0.000081, 0.000078, 0.000077
0.000200, 0.000299, 0.000097, 0.000360, 0.000092, 0.000086, 0.000225, 0.000080, 0.000224
0.005677, 0.000201, 0.000100, 0.000129, 0.000066, 0.000063, 0.000052, 0.000054, 0.000055
0.000194, 0.000120, 0.000123, 0.000092, 0.000137, 0.000085, 0.000080, 0.000100, 0.000079
0.000193, 0.000122, 0.000150, 0.000089, 0.000085, 0.000107, 0.000082, 0.000082, 0.000075
0.000202, 0.000120, 0.000130, 0.000090, 0.000092, 0.000090, 0.000082, 0.000109, 0.000081
0.000195, 0.000249, 0.000101, 0.000168, 0.000087, 0.000128, 0.000163, 0.000080, 0.000074
0.000172, 0.000134, 0.000184, 0.000092, 0.000091, 0.000136, 0.000077, 0.000077, 0.000206
0.000182, 0.000115, 0.000224, 0.000097, 0.000090, 0.000182, 0.000081, 0.000082, 0.000219
0.000187, 0.000212, 0.000099, 0.000147, 0.000087, 0.000085, 0.000134, 0.000224, 0.000078
0.000633, 0.000117, 0.000095, 0.000256, 0.000095, 0.000086, 0.000079, 0.000080, 0.000080
0.000434, 0.000124, 0.000188, 0.000097, 0.000217, 0.000086, 0.000078, 0.000243, 0.001067
0.000183, 0.000185, 0.000095, 0.000138, 0.000092, 0.000087, 0.000078, 0.000079, 0.000176
0.000376, 0.000156, 0.000171, 0.000087, 0.000088, 0.000122, 0.000083, 0.000187, 0.000074
0.000188, 0.000113, 0.000200, 0.000083, 0.000158, 0.000077, 0.000183, 0.000071, 0.000185
0.000198, 0.000123, 0.000095, 0.000090, 0.000090, 0.000090, 0.000081, 0.000076, 0.000070
0.000188, 0.000119, 0.000122, 0.000092, 0.000093, 0.000085, 0.000932, 0.000084, 0.000213
0.000197, 0.000237, 0.000098, 0.000131, 0.000088, 0.000178, 0.000079, 0.000080, 0.000213
0.000084, 0.000051, 0.000052, 0.000052, 0.000051, 0.000044, 0.000118, 0.000038, 0.000034
0.000210, 0.000118, 0.000276, 0.000093, 0.000200, 0.000087, 0.000079, 0.000074, 0.000076
0.000186, 0.000351, 0.000096, 0.000175, 0.000088, 0.000218, 0.000079, 0.000190, 0.000078
0.000194, 0.000124, 0.000271, 0.000088, 0.000098, 0.000086, 0.000081, 0.000243, 0.000074
0.000187, 0.000522, 0.000097, 0.000088, 0.000218, 0.000085, 0.000080, 0.000201, 0.000079
0.000194, 0.000119, 0.000097, 0.000135, 0.000086, 0.000154, 0.000077, 0.000074, 0.000074
0.000201, 0.000305, 0.000099, 0.000254, 0.000090, 0.000088, 0.000254, 0.000076, 0.000081
0.000190, 0.000313, 0.000096, 0.000235, 0.000133, 0.000090, 0.000251, 0.000074, 0.000078
0.000188, 0.000333, 0.000096, 0.000198, 0.000090, 0.000087, 0.000086, 0.000079, 0.000079
0.000195, 0.000253, 0.000099, 0.000207, 0.000086, 0.000099, 0.000079, 0.000244, 0.000080
0.000195, 0.000340, 0.000098, 0.000264, 0.000089, 0.000088, 0.000078, 0.000079, 0.000080
0.000110, 0.000056, 0.000053, 0.000055, 0.000053, 0.000048, 0.000040, 0.000040, 0.000038
0.000195, 0.000118, 0.000136, 0.000094, 0.000116, 0.000859, 0.000078, 0.000140, 0.000074
0.000249, 0.000120, 0.000334, 0.000175, 0.000089, 0.000167, 0.000081, 0.000264, 0.000078
0.000100, 0.000054, 0.000254, 0.000048, 0.000051, 0.000046, 0.000038, 0.000037, 0.000039
0.000724, 0.000410, 0.000217, 0.000084, 0.000087, 0.000082, 0.000076, 0.000170, 0.000074
0.000197, 0.000252, 0.000096, 0.000111, 0.000090, 0.000089, 0.000086, 0.000077, 0.000145
